key,title,doi,status,matched_file,abstract_preview
UE9AD2HR,VTSMOC: An Efficient Voronoi Tree Search Boosted Multiobjective Bayesian Optimization With Constraints for High-Dimensional Analog Circuit Synthesis,10.1109/tcad.2024.3455932,updated,TCAD2025_VTSMOC_An_Efficient_Voronoi_Tree.md,Optimizing multiple competitive black-box objectives with tight constraints poses a common challenge...
9IIFY2NX,Neural-network-based automated synthesis of transformer matching circuits for RF amplifier design,10.1109/tmtt.2022.3199756,updated,TMTT2022_Neural_Network_Based_Automated_Synthesis_of.md,Rich experience and intuition play important roles in designing planar transformers (TFs) for contem...
ISJTJESH,Enhanced Candidate Selection Algorithm for Analog Circuit Verification,10.1109/CAS56377.2022.9934364,updated,CAS2022_Enhanced_Candidate_Selection_Algorithm_for.md,"In latest years, the complexity and applicability of modern Integrated Circuits (ICs) grew exponenti..."
EHC9PPW8,Adaptive Planning Search Algorithm for Analog Circuit Verification,10.1109/CAS59036.2023.10303674,updated,CAS2023_Adaptive_Planning_Search_Algorithm_for.md,Integrated circuit verification has gathered considerable interest in recent times. Since these circ...
9QVE92WM,BLDC Engine Behavioral Model Approached with Machine Learning,10.1109/CAS66707.2025.11222176,updated,CAS2025_BLDC_Engine_Behavioral_Model_Approached.md,Behavioral modeling serves as an approach for testing chip functionality. Contemporary advancements ...
TRP2C32X,Industry Paper: Surrogate Models for Testing Analog Designs under Limited Budget – a Bandgap Case Study,10.1109/CODES-ISSS55005.2022.00016,updated,CODES2022_Industry_Paper_Surrogate_Models_for.md,Testing analog integrated circuit (IC) designs is notoriously hard. Simulating tens of milliseconds ...
KFFAK93P,CRONuS: Circuit Rapid Optimization with Neural Simulator,10.23919/DATE58400.2024.10546592,updated,DATE2024_CRONuS_Circuit_Rapid_Optimization_with.md,"Automation of analog circuit design is highly desirable, yet challenging. Various approaches such as..."
I5IF3RGF,A Novel Multi-Objective Optimization Framework for Analog Circuit Customization,10.23919/DATE58400.2024.10546692,updated,DATE2024_Novel_Multi_Objective_Optimization_Framework_for.md,Prior research has developed an approach called Analog Mixed-signal Parameter Search Engine (AMPSE) ...
4V8JDI8N,Volterra Kernel Extraction Through Monomial Power Series Feed Forward Neural Network for Behavior Modeling of High Speed I/O Buffer,10.23919/EMCTokyo.2019.8893957,updated,EMC2019_Volterra_Kernel_Extraction_Through_Monomial.md,This work explores Volterra kernel extraction using feed forward neural network (FFN) with monomial ...
T6RTWKI3,Self-Attention Based Neural Network for Behavioral Modeling and Predistortion of Power Amplifiers,10.1109/FCN60432.2023.10543655,updated,FCN2023_Self_Attention_Based_Neural_Network_for.md,"Within the framework of wireless communication systems, power amplifiers (PAs) stand as fundamental ..."
Z72NE6ES,Machine Learning-Aided Piece-Wise Modeling Technique of Power Amplifier for Digital Predistortion,10.1109/ICASSP49357.2023.10096989,updated,ICASSP2023_Machine_Learning_Aided_Piece_Wise_Modeling.md,"We propose a new power amplifier (PA) behavioral modeling approach, to characterize and compensate f..."
ZVGF7S9V,A Lightweight Deep Neural Network for Wideband Power Amplifier Behavioral Modeling,10.1109/ICCC54389.2021.9674651,updated,ICCC2021_Lightweight_Deep_Neural_Network_for.md,This paper proposes a bidirectional gated recurrent deep neural network (BGDNN) for PA behavioral mo...
CNHZAJ2B,LayoutCopilot: An LLM-Powered Multiagent Collaborative Framework for Interactive Analog Layout Design,10.1109/tcad.2025.3529805,updated,TCAD2025_LayoutCopilot_An_LLM_Powered_Multiagent.md,Analog layout design heavily involves interactive processes between humans and design tools. electro...
7KTE6NVU,"Development, Optimization, and Application of ML based Modeling of Printed VO<sub>2</sub> RF Switch",10.1109/ICM60448.2023.10378928,updated,ICM2023_Development_Optimization_and_Application_of.md,This paper proposes a globally optimized behavioral modeling algorithm using cascaded feed-forward n...
5IC8JC3U,Atelier: An Automated Analog Circuit Design Framework via Multiple Large Language Model-Based Agents,10.1109/tcad.2025.3573228,updated,TCAD2026_Atelier_An_Automated_Analog_Circuit.md,"This article introduces Atelier, a large language model (LLM)-based framework for analog circuit des..."
JQPECK33,LLM-USO: Large Language Model-Based Universal Sizing Optimizer,10.1109/tcad.2025.3604643,updated,TCAD2026_LLM_USO_Large_Language_Model_Based_Universal.md,"The design of analog circuits is a cornerstone of integrated circuit (IC) development, requiring the..."
6P4ZGHZQ,Behavioral Modeling of Millimeter Wave Beamforming Transmitters with Vector Decomposition Time Delay Recurrent Neural Network,10.1109/ICMMT49418.2020.9386568,updated,ICMMT2020_Behavioral_Modeling_of_Millimeter_Wave.md,"In this paper, a novel vector decomposition time delay recurrent neural network (VDTDRNN) is propose..."
VJMPVVCA,AnalogCoder-Pro: Unifying Analog Circuit Generation and Optimization via Multi-modal LLMs,10.1109/tcad.2026.3673493,updated,TCADNone_AnalogCoder_Pro_Unifying_Analog_Circuit.md,"Despite recent advances, analog front-end design still relies heavily on expert intuition and iterat..."
4ZSNQTPQ,Residual Real-Valued Time-Delay Convolutional Neural Network for Behavioral Modeling and Digital Predistortion,10.1109/ICMMT61774.2024.10671957,updated,ICMMT2024_Residual_Real_Valued_Time_Delay_Convolutional.md,"In order to increase modeling accuracy and reduce the complexity of digital predistortion (DPD), a r..."
8Q6DNNW3,Behavioral modeling and digital predistortion linearization for wideband RF power amplifiers with neural networks,10.1109/ICMMT.2016.7761760,updated,IEEE2016_Behavioral_modeling_and_digital_predistortion.md,"In this talk, we will focus on discussing the capability of a few neural networks for modeling and l..."
7ZR8S2CI,Extreme learning machine for the behavioral modeling of RF power amplifiers,10.1109/MWSYM.2017.8058626,updated,IEEE2017_Extreme_learning_machine_for_the.md,"In this brief, an efficient approach using extreme learning machine (ELM) is first proposed for the ..."
VAV6CMXF,A robust calibration and supervised machine learning reliability framework for digitally-assisted self-healing RFICs,10.1109/MWSCAS.2017.8053129,not_found,,
WAF4K8QB,A Comparison of Automated RF Circuit Design Methodologies: Online Versus Offline Passive Component Design,10.1109/TVLSI.2018.2859827,updated,IEEE2018_Comparison_of_Automated_RF_Circuit.md,"In this paper, surrogate modeling techniques are applied for passive component modeling. These techn..."
XS58XV2T,A Nonlinear Behavioral Modeling Approach for Voltage-controlled Oscillators Using Augmented Neural Networks,10.1109/MWSYM.2018.8439324,updated,IEEE2018_Nonlinear_Behavioral_Modeling_Approach_for.md,This paper describes a method to model the nonlinear time-domain steady-state behavior of voltage-co...
34LZTZFW,High-Dimensional Yield Optimization for Analog Circuits via Monte Carlo Tree Search and Self-Regressive Auto-Encoder Promoted Subspace Decomposed Gaussian Process,10.1109/tcad.2025.3573229,updated,TCAD2026_High_Dimensional_Yield_Optimization_for_Analog.md,"The chase for high yield designs can effectively reduce chip manufacturing costs, making yield optim..."
VPCWWJIS,RFIC IP Redesign and Reuse Through Surrogate Based Machine Learning Method,10.1109/NEMO.2018.8503446,updated,IEEE2018_RFIC_IP_Redesign_and_Reuse.md,This paper presents an efficient approach for RFIC design optimization and explores the potential to...
4F997954,Support vector regression-based dynamic behavioral modeling for RF power amplifiers,10.1109/IEEE-IWS.2018.8400885,updated,IEEE2018_Support_vector_regression_based_dynamic_behavioral.md,"A new dynamic behavioral modelling technique, based on support vector regression (SVR), is presented..."
9JRXNG4V,Estimation of Parameter Variability for High Dimensional Microwave Problems via Partial Least Squares,10.1109/MWSYM.2019.8700749,updated,IEEE2019_Estimation_of_Parameter_Variability_for.md,This paper deals with the uncertainty quantification applied to the analysis of Wireless Power Trans...
FF8HJHVW,Large Signal Behavioral Modeling of Power Transistor from Active Load-pull Systems,10.1109/RFIT.2019.8929157,updated,IEEE2019_Large_Signal_Behavioral_Modeling_of.md,Large signal behavioral modeling for RF power transistor has been developed rapidly in the past deca...
DD4GCQST,On the Metamodeling of Analog Circuits with Discrete Components: Application to the optimal design of a multifunctional filter,10.1109/DTSS.2019.8915202,updated,IEEE2019_On_the_Metamodeling_of_Analog.md,The proposed work deals with the optimal design of analog circuits encompassing discrete components ...
24EAE5I7,Support Vector Regression Based Behavioral Model for Load Mismatched PAs,10.1109/RFIT.2019.8929153,updated,IEEE2019_Support_Vector_Regression_Based_Behavioral.md,"A new double-input double-output (DIDO) power amplifier (PA) behavioral model, which takes into acco..."
4JBH92TI,Gaussian Process surrogate model for variability analysis of RF circuits,10.1109/EDAPS50281.2020.9312886,updated,IEEE2020_Gaussian_Process_surrogate_model_for.md,Non-intrusive methods for studying processes involving variables changing such as design optimizatio...
WT2J9DFZ,A Holistic Formulation for System Margining and Jitter Tolerance Optimization in Industrial Post-Silicon Validation,10.1109/TETC.2017.2757937,updated,IEEE2020_Holistic_Formulation_for_System_Margining.md,There is an increasingly higher number of mixed-signal circuits within microprocessors and systems o...
7DWC3ASD,A Kriging Surrogate Modeling to the Sensitivity Analysis of Analog Circuits,10.1109/DTS48731.2020.9196069,updated,IEEE2020_Kriging_Surrogate_Modeling_to_the.md,This paper proposes an application of the Kriging-based metamodeling technique to build surrogate mo...
UWJUWIGW,Advanced RF and Microwave Design Optimization: A Journey and a Vision of Future Trends,10.1109/JMW.2020.3034263,updated,IEEE2021_Advanced_RF_and_Microwave_Design.md,"In this paper, we outline the historical evolution of RF and microwave design optimization and envis..."
FT4C39D8,Behavioral Modeling of Ultra-Broadband mmWave Power Amplifier based on Augmented Long-Short Term Memory Networks,10.1109/iWEM53379.2021.9790468,updated,IEEE2021_Behavioral_Modeling_of_Ultra_Broadband_mmWave.md,"In this article, a novel behavioral modeling approach is proposed based on augmented long-short term..."
6TCMTGEA,Domain Decomposition Based Artificial Neural Networks (ANNs) Modeling of Acoustic Wave Resonators and Filters,10.1109/WAMICON47156.2021.9443601,updated,IEEE2021_Domain_Decomposition_Based_Artificial_Neural.md,This paper investigates the effectiveness of artificial neural networks (ANNs) as a surrogate modeli...
P5XWV4EW,From Specification to Silicon: Towards Analog/Mixed-Signal Design Automation using Surrogate NN Models with Transfer Learning,10.1109/ICCAD51958.2021.9643445,updated,IEEE2021_From_Specification_to_Silicon_Towards.md,We propose a complete analog mixed-signal circuit design flow from specification to silicon with min...
UNA5RGVK,An AM-LSTM Based Behavioral Model of Nonlinear Power Amplifiers,10.1109/ICICN56848.2022.10006482,updated,IEEE2022_AM_LSTM_Based_Behavioral_Model_of.md,Now neural network is frequently considered in Power Amplifier (PA) behavioral modeling. While these...
2SXISRHV,An ASGC-Surrogate Model Based Yield Optimization for Passive Microwave Devices with Differential Evolution Algorithm,10.1109/IMWS-AMP54652.2022.10107081,updated,IEEE2022_ASGC_Surrogate_Model_Based_Yield_Optimization.md,The performance of microwave devices is affected by many uncertainties during the manufacturing proc...
8VXSNPJG,Artificial Intelligence-Based Power-Temperature Inclusive Digital Predistortion,10.1109/TIE.2021.3128894,updated,IEEE2022_Artificial_Intelligence_Based_Power_Temperature.md,This article investigates the effects of the average power variation and the ambient temperature on ...
WI5KKN2L,SMART: Graph Learning-Boosted Subcircuit Matching for Large-Scale Analog Circuits,10.1109/tcad.2025.3549701,updated,TCAD2025_SMART_Graph_Learning_Boosted_Subcircuit_Matching.md,Subcircuit matching in a large-scale analog circuit is a fundamental problem in VLSI computer-aided ...
45QKCD9E,Autogenerating Training Set for Model Extraction of the behavioral model in RF Simulation Using Machine Learning Algorithm,10.1109/ICSICT55466.2022.9963294,updated,IEEE2022_Autogenerating_Training_Set_for_Model.md,This paper presents a method to autogenerate training set in model extraction of the behavioral mode...
UVG5RDP8,An in-field programmable adaptive CMOS LNA for intelligent IoT sensor node applications,10.1109/TCAD.2021.3077196,updated,TCAD2022_In_Field_Programmable_Adaptive_CMOS_LNA.md,"As the Internet of Things (IoT) is growing rapidly, there is an emerging need to facilitate developm..."
9S5M5P46,Automated Deep Learning Platform for Accelerated Analog Circuit Design,10.1109/SOCC56010.2022.9908139,updated,IEEE2022_Automated_Deep_Learning_Platform_for.md,We present an analog design framework for circuit sizing selection using neural networks. The propos...
ZU4XX3VN,Behavioral Modeling of Nonlinear Power Amplifiers Using Spiking Neural Networks,10.1109/NEWCAS52662.2022.9842167,updated,IEEE2022_Behavioral_Modeling_of_Nonlinear_Power.md,"In this paper, we propose a novel way for power amplifiers (PA) modeling using spiking neurons. The ..."
K6Q7AFKP,Convolutional Neural Network for Behavioral Modeling and Predistortion of Wideband Power Amplifiers,10.1109/TNNLS.2021.3054867,updated,IEEE2022_Convolutional_Neural_Network_for_Behavioral.md,"Power amplifier (PA) models, such as the neural network (NN) models and the multilayer NN models, ha..."
P5C2QH8A,Data-driven Optimization for High-efficiency Power Amplifier Designs,10.1109/CAMA56352.2022.10002675,updated,IEEE2022_Data_driven_Optimization_for_High_efficiency_Power.md,The load-pull technique is a primary routine for designing and optimizing power amplifiers (PAs). Ho...
TN4DWMRN,Invertible Neural Networks for Design of Broadband Active Mixers,10.1109/MLCAD55463.2022.9900081,updated,ACM2022_Invertible_Neural_Networks_for_Design.md,"In this work, we present the invertible neural network for predicting the posterior distributions of..."
J5JGCVZW,ML-Based Optimization of Image Rejection Ratio in Gilbert Cell Mixer,10.1109/ICERECT65215.2025.11377093,updated,ICERECT2025_ML_Based_Optimization_of_Image_Rejection.md,This project explores how artificial intelligence can be used to improve the Image Rejection Ratio (...
T5JERKIN,"Non-Quasi-Static Modeling of Neural Network-Based Transistor Compact Model for Fast Transient, AC, and RF Simulations",10.1109/LED.2024.3404404,updated,IEEE2024_Non_Quasi_Static_Modeling_of_Neural_Network_Based.md,We develop a charge deficit-based non-quasi-static (NQS) model that is compatible with neural networ...
7J2UPX73,Grey Wolf Optimizer Aided ANN Based Behavioral Modelling Scheme for Fully Printed VO<sub>2</sub> Switches,10.1109/ICECS58634.2023.10382818,updated,IEEE2023_Grey_Wolf_Optimizer_Aided_ANN.md,Radio Frequency (RF) switches are one of the key drivers in the modern design of Frequency-Reconfigu...
W6JDTNV2,Improved Temperature- and Power-Dependent Convolutional NN-Based PA,10.1109/LMWT.2023.3268796,updated,IEEE2023_Improved_Temperature__and_Power_Dependent.md,This letter presents an innovative power amplifier (PA) behavioral model (BM) method valid for a ran...
R52DC3MD,Multi-Output Recurrent Neural Network Behavioral Model for Digital Predistortion of RF Power Amplifiers,10.1109/LMWT.2023.3263642,updated,IEEE2023_Multi_Output_Recurrent_Neural_Network_Behavioral.md,"In this letter, we propose a method for behavioral modeling and digital predistortion (DPD) of RF po..."
NCU3NSAZ,A Novel Cardiff Model Coefficients Extraction Process Based on Artificial Neural Network,10.1109/PAWR56957.2023.10046221,updated,IEEE2023_Novel_Cardiff_Model_Coefficients_Extraction.md,This paper presents a novel way to extract the Cardiff model coefficients. Analysis shows that the C...
UIJFS7VT,Radial Basis Function Based Surrogate-Assisted Metaheuristic Approach for Variability Analysis,10.1109/APCCAS60141.2023.00071,updated,IEEE2023_Radial_Basis_Function_Based_Surrogate_Assisted.md,"Variability analysis of analog circuits is an impor-tant aspect of integrated circuit design, aiming..."
VUU59HXF,Surrogate-Assisted Electromagnetic-Focused Multiphysics Modeling and Optimization: An Overview,10.1109/NEMO56117.2023.10202290,updated,IEEE2023_Surrogate_Assisted_Electromagnetic_Focused.md,The importance of multiphysics analysis in the design of high-performance RF/microwave components an...
D3AQWJTI,Threshold Optimized CSWPL Behavioral Model for RF Power Transistors Based on Particle Swarm Algorithm,10.1109/LMWT.2022.3226450,updated,IEEE2023_Threshold_Optimized_CSWPL_Behavioral_Model.md,"In this letter, the particle swarm optimization (PSO) is employed to optimize the threshold values o..."
TTQW3E2S,An Approach to Double-Balanced Mixer Synthesis Using Surrogate Modeling and Genetic Algorithm,10.1109/EDM61683.2024.10614953,updated,IEEE2024_Approach_to_Double_Balanced_Mixer_Synthesis.md,"In this paper, we propose an approach to double-balanced mixer synthesis. Distinctive features of th..."
QRAQM82H,Harmonic Interference Prediction of Power Amplifiers by Artificial Neural Network Behavioral Model,10.1109/TEMC.2024.3403752,updated,IEEE2024_Harmonic_Interference_Prediction_of_Power.md,"Radio frequency power amplifier (PA) is an important part of the transmitter system, which can drive..."
CUMQ7P3E,A High Sigma Monte Carlo Analysis Solution Via Machine Learning for SRAM Margin Signoff,10.1109/ICSICT62049.2024.10831506,updated,IEEE2024_High_Sigma_Monte_Carlo_Analysis.md,"Memory lies at the heart of every electronic application, and demand is growing all the time. Today ..."
HU6S3H94,Machine Learning-Assisted Multiobjective Optimization of Advanced Node Gate-All-Around Transistor for Logic and RF Applications,10.1109/TED.2023.3345288,updated,IEEE2024_Machine_Learning_Assisted_Multiobjective.md,"In this work, using multiobjective optimization (MOO) technique, design optimization of a gate-all-a..."
3Z9WX7GI,Rapid Multiobjective Optimization Strategy of TSV-Based 3-D Inductor Using Vector Fitting and Evolutionary Algorithm,10.1109/TCPMT.2024.3481036,updated,IEEE2024_Rapid_Multiobjective_Optimization_Strategy_of.md,"In this work, an effective and efficient optimization strategy for 3-D inductors based on through-si..."
STMJSEE6,A Residual Selectable Modeling Method Based on Deep Neural Network for Power Amplifiers With Multiple States,10.1109/LMWT.2024.3420398,updated,IEEE2024_Residual_Selectable_Modeling_Method_Based.md,A traditional power amplifier (PA) behavioral model typically represents one specific operating stat...
DJJ3NKGC,Transfer Learning Optimized PA Behavioral Modeling over 2D Operation States,10.1109/RWS56914.2024.10438599,updated,IEEE2024_Transfer_Learning_Optimized_PA_Behavioral.md,This work presents an efficient neural network-based power amplifier (PA) behavioral model across op...
A84CQB9U,Analog Linearization of VCO-based ADCs with Machine-Learning-Assisted Co-Design,10.1109/ISCAS56072.2025.11043877,updated,IEEE2025_Analog_Linearization_of_VCO_based_ADCs.md,This paper presents a machine-learning (ML)-assisted co-design framework for the optimization of ope...
VB7WNID5,Behavioral Modeling of Power Amplifiers Leveraging Multi-Channel Convolutional Long Short-Term Deep Neural Network,10.1109/TVT.2025.3543885,updated,IEEE2025_Behavioral_Modeling_of_Power_Amplifiers.md,To improve the performance metrics of power amplifier (PA) nonlinear modeling while reducing the com...
ZCT25CKP,A Deepseek-Based Smart Behavioral Modeling Method for RF Power Transistor,10.1109/NEMO62710.2025.11215387,updated,IEEE2025_Deepseek_Based_Smart_Behavioral_Modeling_Method.md,"In this paper, a Deepseek-based modeling method is used to capture the nonlinear behavior of measure..."
5VW6RQA7,A Generalized Surrogate Model of OAM Antennas for Varied Lens Sets and Loading Strategies,10.1109/IMWS-AMP66175.2025.11136257,updated,IEEE2025_Generalized_Surrogate_Model_of_OAM.md,This study proposes a generalized surrogate model based on an improved backpropagation neural networ...
DX9WX4TT,Interpreting and Reducing Variables in Analog Circuit Sizing Models with Explainable AI,10.1109/NewCAS64648.2025.11107087,updated,IEEE2025_Interpreting_and_Reducing_Variables_in.md,"To expedite the design process of analog integrated circuits, automated sizing methods leveraging ma..."
MIWW38B5,Optimal Mapping of Monte Carlo Analysis for Analog Circuit Designing using Bayesian Neural Networks,10.1109/AICAS64808.2025.11173097,updated,IEEE2025_Optimal_Mapping_of_Monte_Carlo.md,"In analog/mixed-signal integrated circuit design, prolonged design cycles pose a significant challen..."
D7GM3KIN,Piecewise Linear Performance Models for Analog Mixed-Signal Verification,10.1109/ISCAS56072.2025.11043821,updated,IEEE2025_Piecewise_Linear_Performance_Models_for.md,Behavioral models are used to describe the statistical behavior of subsystems that are too large for...
6SNVGB8H,Towards Designing a Unified DNN Architecture for Analog and Mixed-Signal Circuit Characterization,10.1109/ISCAS56072.2025.11043403,updated,IEEE2025_Towards_Designing_a_Unified_DNN.md,"Analog circuit characterization is a pivotal phase in the design process, serving to validate their ..."
M2H9GFT5,Active Learning-Based Sampling for Surrogate Modeling of Microstrip Bandpass Filters,10.1109/IMFW64610.2026.11419031,updated,IEEE2026_Active_Learning_Based_Sampling_for_Surrogate.md,The increasing complexity of modern communication systems has led to unprecedented demands on the de...
HBJC7XFN,Accelerated Design and Characterization of Inductive Position Sensors through AI-Driven Design Support System,10.1109/TMAG.2025.3619032,updated,IEEENone_Accelerated_Design_and_Characterization_of.md,We propose an accelerated method to characterize linear and angular inductive position sensors (IPS)...
BFMNENWR,An Accurate and Reliable Behavioral Modeling Technique for Fully Printed Vanadium Dioxide RF Switches Using Model Ensembling Approach,10.1109/ACCESS.2025.3591890,updated,IEEENone_Accurate_and_Reliable_Behavioral_Modeling.md,"This paper develops and showcases a model ensembling-based accurate, reliable and computer-aided des..."
2FPD6UV7,Automatic Optimal Design Method for Circuit Sizing Based on CNN Surrogate Model Assisted Differential Evolution Algorithm,10.1109/ACCESS.2024.3462952,updated,IEEENone_Automatic_Optimal_Design_Method_for.md,"The physical characteristics of analog ICs are intricate, leading to prolonged design and developmen..."
4QEDGIXP,Generalized Wideband Power Amplifier Modeling for Vehicular Wireless Transceivers Using Kolmogorov-Arnold Convolutional Liquid Neural Networks,10.1109/TVT.2026.3669526,updated,IEEENone_Generalized_Wideband_Power_Amplifier_Modeling.md,Accurate behavioral modeling of power amplifiers (PAs) is crucial for digital pre-distortion and ene...
ISZ5ATV5,Instant Gated Recurrent Neural Network Behavioral Model for Digital Predistortion of RF Power Amplifiers,10.1109/ACCESS.2020.2986816,updated,IEEENone_Instant_Gated_Recurrent_Neural_Network.md,This article presents two novel neural network models based on recurrent neural network (RNN) for ra...
UE3FU5EM,Integrated Design Framework for Scalable Series-Fed Microstrip Patch Antenna Arrays With Machine Learning Assistance,10.1109/ACCESS.2026.3678079,updated,IEEENone_Integrated_Design_Framework_for_Scalable.md,This work presents an integrated design framework for compact series-fed microstrip patch antenna ar...
QM37W6K3,Vector Decomposed Long Short-Term Memory Model for Behavioral Modeling and Digital Predistortion for Wideband RF Power Amplifiers,10.1109/ACCESS.2020.2984682,updated,IEEENone_Vector_Decomposed_Long_Short_Term_Memory.md,This paper proposes two novel vector decomposed neural network models for behavioral modeling and di...
VPUQTTFV,Bayesian Optimization of Passive RF Circuits,10.1109/ISAS64331.2024.10845681,updated,ISAS2024_Bayesian_Optimization_of_Passive_RF.md,This paper presents a study on the application of Bayesian algorithm to the optimization of passive ...
23E9TAFR,A Wideband Behavioral Model with Multiple States for RF Power Amplifier Based on Improved Recurrent Neural Network,10.1109/ISEDA62518.2024.10617555,updated,ISEDA2024_Wideband_Behavioral_Model_with_Multiple.md,The signal bandwidth of wireless communication systems is increasing with the advent of the fifth/si...
68VVMPD6,PZTA: Accelerating Analog Circuit Sizing With A Transferable Circuit Theory-Inspired Pole-Zero Transient Assertion System,10.1109/ISEDA65950.2025.11101254,updated,ISEDA2025_PZTA_Accelerating_Analog_Circuit_Sizing.md,"Transient simulation is a major computational bottleneck in analog circuit sizing optimization, espe..."
6DCA45A2,Novel Optimization Method of Multi-Devices Using TCAD Driven Machine Learning in BCD Process,10.23919/ISPSD62843.2025.11118175,updated,ISPSD2025_Novel_Optimization_Method_of_Multi_Devices.md,This paper proposes a method of applying machine learning (ML) to the development of a BCD (Bipolar-...
6DRSWPKE,Hyperparameter Optimization of Two-Hidden-Layer Neural Networks for Power Amplifiers Behavioral Modeling Using Genetic Algorithms,10.1109/LMWC.2019.2950801,updated,MWCL2019_Hyperparameter_Optimization_of_Two_Hidden_Layer.md,Neural networks (NNs) are efficient techniques for behavioral modeling of power amplifiers (PAs). Th...
F9JFHJV2,Attention-Based Deep Neural Network Behavioral Model for Wideband Wireless Power Amplifiers,10.1109/LMWC.2019.2952763,updated,MWCL2020_Attention_Based_Deep_Neural_Network_Behavioral.md,The behavior models based on artificial neural networks (ANNs) have been widely used in the wideband...
A8R8VBTG,Deep Neural Network Behavioral Modeling Based on Transfer Learning for Broadband Wireless Power Amplifier,10.1109/LMWC.2021.3078459,updated,MWCL2021_Deep_Neural_Network_Behavioral_Modeling.md,The behavior model based on the artificial neural network has been widely used in the broadband powe...
GKJSZVEU,Behavioral Model With Multiple States Based on Deep Neural Network for Power Amplifiers,10.1109/LMWC.2022.3186062,updated,MWCL2022_Behavioral_Model_With_Multiple_States.md,Digital predistortion is widely used to compensate the nonlinear distortion of power amplifiers (PAs...
4DPZ3BHV,Behavioral Model Based on Meta-Learning for Multi-State Wireless Power Amplifier,10.1109/PIERS-Spring66516.2025.11276392,updated,PIERS2025_Behavioral_Model_Based_on_Meta_Learning.md,"Power amplifiers are essential components of wireless communication systems, but their inherent nonl..."
5DVTN5JI,Power to the Model: Generating Energy-Aware Mixed-Signal Models using Machine Learning,10.1109/SMACD.2019.8795295,updated,SMACD2019_Power_to_the_Model_Generating.md,Power consumption is a major concern in todays System-on-Chip (SoC) design and verification. While f...
37ZAA4GA,Advanced Operating Conditions Search applied in Analog Circuit Verification,10.1109/SMACD55068.2022.9816209,updated,SMACD2022_Advanced_Operating_Conditions_Search_applied.md,Integrated Circuits (ICs) are now very complex systems with a huge number of components integrated i...
ECI7W9TC,Learn from error! ML-based model error estimation for design verification without false-positives,10.1109/SMACD55068.2022.9816317,updated,SMACD2022_Learn_from_error_ML_based_model.md,Behavioral models are important tools for electronic system-level design and verification due to the...
V5FR9A4I,A Design Methodology of MMIC Power Amplifiers Using AI-driven Design Techniques,10.1109/SMACD58065.2023.10192155,updated,SMACD2023_Design_Methodology_of_MMIC_Power.md,Designing a monolithic microwave integrated circuit (MMIC) power amplifier (PA) is challenging due t...
QZ3T8VUP,An Efficient Analog Circuit Sizing Method Based on Machine Learning Assisted Global Optimization,10.1109/TCAD.2021.3081405,updated,TCAD2022_Efficient_Analog_Circuit_Sizing_Method.md,Machine learning-assisted global optimization methods for speeding up analog integrated circuit sizi...
XVDKZ9WZ,Fast Surrogate-Assisted Constrained Multiobjective Optimization for Analog Circuit Sizing via Self-Adaptive Incremental Learning,10.1109/TCAD.2022.3221694,updated,TCAD2023_Fast_Surrogate_Assisted_Constrained_Multiobjective.md,"In this article, we propose an efficient surrogate-assisted constrained multiobjective evolutionary ..."
W8C8UCMV,INFORM: Inverse Design Methodology for Constrained Multiobjective Optimization,10.1109/TCAD.2022.3217422,updated,TCAD2023_INFORM_Inverse_Design_Methodology_for.md,Many system design methods use population-based optimization or a surrogate model for solving constr...
7SCNP38B,Fast Yield Analysis and Optimization Based on Sensitivity and Orthogonal Sampling,10.1109/TCAD.2025.3586887,updated,TCAD2026_Fast_Yield_Analysis_and_Optimization.md,Process variations in advanced integrated circuit pose significant challenges for robust system desi...
RRS5H7R6,Fast Simulation of Analog Spiking Neural Network With Device Non-Idealites,10.1109/TCSII.2023.3263048,updated,TCAS-II2023_Fast_Simulation_of_Analog_Spiking.md,We present a method for spiking neural network simulation with hardware realistic device non-idealit...
7SRUJUIH,Polynomial-Based Surrogate Modeling of RF and Microwave Circuits in Frequency Domain Exploiting the Multinomial Theorem,10.1109/TMTT.2016.2623902,updated,TMTT2016_Polynomial_Based_Surrogate_Modeling_of_RF.md,A general formulation to develop electromagnetic-based polynomial surrogate models in the frequency ...
DKGGQBPE,Block-Oriented Time-Delay Neural Network Behavioral Model for Digital Predistortion of RF Power Amplifiers,10.1109/TMTT.2021.3124211,updated,TMTT2022_Block_Oriented_Time_Delay_Neural_Network.md,A novel block-oriented time-delay neural network (BOTDNN) model for dynamic nonlinear modeling and d...
ZDQP88BB,Digital Predistortion of RF Power Amplifiers With Phase-Gated Recurrent Neural Networks,10.1109/TMTT.2022.3161024,updated,TMTT2022_Digital_Predistortion_of_RF_Power.md,"In this article, we present a novel recurrent neural network (RNN)-based behavioral model to lineari..."
PD7NQUMW,Artificial-Intelligence-Empowered External Interference Cancellation Using Reconfigurable Intelligent Surfaces for In-Band-Full-Duplex Systems,10.1109/TMTT.2025.3606505,updated,TMTT2025_Artificial_Intelligence_Empowered_External.md,"In this article, an artificial-intelligence-empowered external interference cancellation method util..."
2SQ4DT5V,A POD-Enhanced Multi-PCE DNN for High-Dimensional Uncertainty Quantification of High-Speed Circuits,10.1109/TMTT.2025.3535778,updated,TMTT2025_POD_Enhanced_Multi_PCE_DNN_for_High_Dimensional.md,Uncertainty quantification (UQ) of high-speed circuits by Monte Carlo (MC) simulations is highly tim...
